Date of joining,Gender,Company Type,WFH Setup Available,Level,Resource Allocation,Mental Fatigue Score,Burn Rate
17/08/2008,Female,Product,Yes,1,2,5.8,0.34
19/11/2008,Male,Product,Yes,0,4,3,0.17
15/12/2008,Male,Product,Yes,2,4,6.6,0.46
11/6/2008,Male,Product,No,1,4,7.3,0.54
4/10/2008,Male,Service,No,1,4,5.4,0.39
30/10/2008,Male,Service,No,4,7,6.7,0.54
27/01/2008,Male,Product,Yes,2,3,5.9,0.45
21/01/2008,Female,Service,Yes,3,7,8.2,0.78
10/1/2008,Female,Product,Yes,2,4,6.3,0.53
16/01/2008,Male,Service,No,0,4,5.9,0.11
3/10/2008,Female,Service,Yes,4,7,6.8,0.54
28/01/2008,Male,Service,Yes,1,4,5.9,0.44
25/09/2008,Female,Service,Yes,2,5,7.5,0.53
6/10/2008,Female,Service,No,1,3,5.4,0.44
25/11/2008,Female,Product,No,4,7,7.5,0.63
20/09/2008,Female,Service,No,2,5,6.3,0.54
21/07/2008,Male,Service,Yes,2,4,5.7,0.38
19/02/2008,Male,Service,Yes,5,9,9.1,0.84
27/08/2008,Male,Service,Yes,2,4,4.5,0.35
23/11/2008,Male,Product,No,1,3,4.8,0.39
3/4/2008,Female,Service,No,2,4,6,0.56
24/01/2008,Female,Service,Yes,3,5,5.9,0.45
8/7/2008,Male,Product,Yes,1,4,5.9,0.5
3/12/2008,Female,Service,Yes,2,5,5.9,0.54
27/02/2008,Female,Service,No,0,1,1.3,0.03
19/10/2008,Female,Service,No,0,2,3.5,0.17
3/2/2008,Female,Service,No,5,10,8.4,0.76
19/12/2008,Female,Service,Yes,2,3,6.6,0.49
15/03/2008,Female,Service,Yes,2,4,6.1,0.37
16/10/2008,Female,Product,Yes,1,3,4.7,0.42
31/03/2008,Male,Product,Yes,3,5,5.9,0.46
29/01/2008,Female,Product,No,1,1,1.8,0.07
7/3/2008,Male,Service,No,5,9,9.5,0.93
2/2/2008,Male,Service,Yes,2,5,7.3,0.64
18/02/2008,Male,Service,Yes,1,3,5.1,0.27
17/03/2008,Female,Product,Yes,3,7,8.9,0.78
26/02/2008,Female,Product,Yes,2,4,3.9,0.31
19/09/2008,Female,Service,Yes,0,1,2,0.06
7/7/2008,Female,Service,Yes,4,8,9,0.76
3/8/2008,Female,Service,No,1,2,5.6,0.32
27/08/2008,Female,Service,No,2,3,5.8,0.42
28/10/2008,Female,Product,No,4,8,8.1,0.82
27/05/2008,Female,Service,Yes,3,4,5.5,0.45
31/10/2008,Female,Service,Yes,1,2,4.8,0.35
2/2/2008,Male,Service,Yes,3,4,4.7,0.41
18/07/2008,Male,Service,No,3,6,5.6,0.49
6/5/2008,Female,Product,No,3,7,7.6,0.58
15/04/2008,Female,Service,No,2,4,6.9,0.59
10/12/2008,Female,Service,No,4,6,6.8,0.66
18/11/2008,Female,Service,Yes,2,2,1.8,0.15
17/08/2008,Male,Product,Yes,4,8,8,0.67
10/4/2008,Female,Service,Yes,1,3,4.7,0.35
22/12/2008,Female,Service,No,2,3,6.3,0.44
4/9/2008,Male,Service,Yes,2,2,4.2,0.24
1/8/2008,Female,Product,No,3,6,8.2,0.62
14/07/2008,Male,Product,No,1,3,4.2,0.31
28/01/2008,Female,Service,No,2,4,5,0.41
11/1/2008,Female,Service,Yes,1,4,6.6,0.44
18/09/2008,Female,Service,Yes,2,4,7.2,0.5
7/4/2008,Male,Product,No,4,4,7.7,0.63
25/10/2008,Female,Service,No,2,4,7.2,0.54
17/05/2008,Female,Service,No,3,4,6.5,0.55
30/07/2008,Female,Service,Yes,2,4,4.1,0.22
7/7/2008,Male,Product,No,1,4,5.9,0.51
6/7/2008,Female,Product,Yes,3,6,7,0.51
21/08/2008,Female,Service,Yes,1,2,3.8,0.32
27/04/2008,Male,Service,Yes,4,9,10,0.94
8/3/2008,Male,Service,Yes,3,5,5.3,0.48
2/1/2008,Male,Service,Yes,3,5,5.9,0.47
9/11/2008,Female,Service,Yes,3,7,7.8,0.66
23/05/2008,Male,Service,Yes,2,5,5.2,0.44
21/09/2008,Male,Product,Yes,2,6,8.9,0.75
5/3/2008,Male,Service,No,3,6,6.8,0.51
29/05/2008,Female,Service,Yes,2,6,8,0.73
7/2/2008,Female,Product,Yes,2,4,5.5,0.36
13/04/2008,Female,Service,No,2,6,5.9,0.57
7/7/2008,Female,Service,Yes,3,5,5.9,0.39
23/12/2008,Female,Service,Yes,1,1,0,0
6/10/2008,Male,Service,No,3,7,6.5,0.54
11/12/2008,Female,Service,Yes,2,3,3.5,0.24
13/06/2008,Female,Product,No,2,5,7.3,0.6
4/1/2008,Male,Service,Yes,0,1,1.8,0.1
21/03/2008,Male,Service,No,2,5,7,0.51
1/3/2008,Female,Service,Yes,1,2,4.8,0.32
16/06/2008,Female,Service,No,3,5,6.5,0.45
19/02/2008,Female,Service,No,1,4,5,0.4
13/11/2008,Male,Service,No,2,6,5.9,0.59
20/06/2008,Female,Service,No,3,6,5.5,0.5
6/3/2008,Female,Product,No,3,7,5.7,0.53
11/1/2008,Male,Service,Yes,2,2,2.8,0.18
14/08/2008,Female,Service,No,3,5,7.5,0.59
29/01/2008,Male,Service,Yes,3,5,7.6,0.56
28/01/2008,Female,Service,Yes,1,3,5.2,0.36
15/09/2008,Female,Product,Yes,2,3,4.3,0.27
3/4/2008,Female,Product,Yes,4,9,8.3,0.72
11/2/2008,Female,Product,Yes,1,3,5.7,0.42
8/7/2008,Female,Service,No,3,6,7.7,0.55
12/10/2008,Female,Product,No,1,2,4.1,0.34
13/09/2008,Female,Service,Yes,1,3,6.4,0.42
6/8/2008,Female,Product,No,2,4,6.2,0.48
4/7/2008,Male,Service,Yes,3,4,5.9,0.39
6/7/2008,Male,Service,No,3,5,7.2,0.58
18/01/2008,Male,Product,No,3,5,6.9,0.49
15/02/2008,Male,Service,No,4,8,5.9,0.94
9/3/2008,Male,Service,No,3,5,7.2,0.57
25/05/2008,Male,Service,Yes,1,3,5.6,0.46
24/05/2008,Female,Product,Yes,1,3,4.6,0.4
30/11/2008,Male,Service,Yes,1,2,4.8,0.38
6/4/2008,Female,Product,No,3,7,8.6,0.69
20/02/2008,Female,Product,Yes,3,7,7,0.71
5/8/2008,Male,Service,No,3,6,5.9,0.5
8/11/2008,Male,Product,Yes,2,4,6.5,0.5
29/07/2008,Female,Service,Yes,3,5,5.4,0.45
17/09/2008,Female,Service,Yes,2,4,5.8,0.54
10/11/2008,Female,Service,No,2,1,1.7,0.08
10/10/2008,Female,Product,No,1,4,3.9,0.29
25/06/2008,Female,Service,Yes,1,4,5,0.36
3/7/2008,Male,Product,Yes,1,1,1,0.03
14/01/2008,Female,Product,No,2,3,4.8,0.28
20/12/2008,Female,Service,Yes,3,6,9.9,0.87
13/05/2008,Male,Service,Yes,3,6,5.8,0.48
2/3/2008,Male,Service,Yes,3,6,6.9,0.5
29/01/2008,Female,Service,Yes,2,4,5.4,0.34
23/03/2008,Male,Service,Yes,0,1,3.5,0.17
22/08/2008,Male,Service,No,1,2,4.2,0.22
28/09/2008,Female,Service,No,1,1,4.7,0.23
11/2/2008,Male,Product,Yes,2,4,6.1,0.41
15/05/2008,Female,Product,No,3,7,9.3,0.81
16/09/2008,Male,Service,Yes,2,5,6.2,0.47
18/02/2008,Female,Product,Yes,3,7,6.9,0.55
22/10/2008,Female,Product,No,3,7,8.3,0.64
26/05/2008,Female,Service,No,3,4,6.1,0.45
27/03/2008,Female,Product,Yes,5,10,9.7,0.92
14/10/2008,Male,Service,No,3,6,6.4,0.58
16/05/2008,Female,Service,Yes,3,6,9.7,0.85
21/03/2008,Female,Product,Yes,0,1,3.9,0.16
29/12/2008,Female,Product,Yes,1,4,5,0.32
30/03/2008,Female,Product,No,2,7,8.1,0.74
2/7/2008,Male,Service,No,4,7,7.8,0.71
11/7/2008,Female,Product,Yes,2,5,7.3,0.64
2/1/2008,Female,Service,Yes,4,7,8,0.78
15/12/2008,Female,Service,No,2,3,4,0.24
15/07/2008,Female,Service,No,3,5,4.8,0.3
3/10/2008,Male,Service,Yes,1,4,5.2,0.42
9/11/2008,Male,Service,Yes,2,3,5.4,0.39
18/12/2008,Male,Service,No,4,7,5.9,0.55
13/10/2008,Female,Service,Yes,2,4,5.9,0.32
25/03/2008,Female,Service,No,1,3,5.9,0.36
21/04/2008,Female,Service,Yes,2,4,3.7,0.22
23/07/2008,Male,Service,No,2,4,7.2,0.53
14/10/2008,Female,Service,Yes,2,4,5.3,0.33
29/03/2008,Male,Service,Yes,2,3,5.6,0.34
11/9/2008,Male,Service,No,2,3,4.6,0.39
27/04/2008,Male,Service,No,4,7,8.3,0.69
21/01/2008,Male,Service,Yes,1,2,4.3,0.27
12/7/2008,Female,Service,No,2,4,5.9,0.38
1/9/2008,Male,Service,Yes,1,3,4.9,0.35
17/12/2008,Female,Product,No,3,5,5.8,0.54
29/06/2008,Male,Service,No,3,5,7.2,0.56
1/9/2008,Female,Service,Yes,0,1,4.9,0.28
26/04/2008,Female,Service,No,2,4,5.9,0.3
21/01/2008,Male,Product,Yes,3,6,8.6,0.69
15/05/2008,Female,Service,Yes,2,4,7,0.52
24/11/2008,Female,Service,Yes,0,2,4.1,0.2
12/6/2008,Female,Service,Yes,1,3,5.6,0.43
26/06/2008,Female,Service,Yes,1,2,5,0.26
11/3/2008,Female,Service,Yes,1,3,5.9,0.41
7/12/2008,Female,Service,No,3,4,6.5,0.46
3/8/2008,Male,Service,Yes,2,4,5.9,0.32
25/07/2008,Male,Service,Yes,1,3,5.1,0.34
10/5/2008,Male,Product,Yes,0,4,5.1,0.28
24/08/2008,Male,Service,Yes,1,3,4,0.31
10/12/2008,Female,Service,No,1,2,2.9,0.23
12/9/2008,Male,Product,Yes,3,6,6.1,0.51
6/3/2008,Male,Product,Yes,2,6,5.8,0.54
2/1/2008,Male,Product,No,5,9,7.8,0.79
27/11/2008,Male,Service,No,4,8,7.4,0.71
14/07/2008,Female,Service,Yes,2,4,6.5,0.5
22/11/2008,Female,Product,No,3,5,7.7,0.67
10/2/2008,Female,Service,Yes,3,6,5.5,0.52
17/03/2008,Male,Service,No,3,5,7.9,0.59
5/12/2008,Male,Service,Yes,2,6,7,0.54
27/08/2008,Female,Service,No,2,7,8.2,0.71
12/1/2008,Female,Product,Yes,1,3,6.5,0.5
19/09/2008,Male,Service,No,2,4,5.7,0.47
5/9/2008,Male,Service,Yes,1,3,4.7,0.42
12/9/2008,Male,Service,No,3,5,4.1,0.34
2/11/2008,Male,Product,Yes,0,1,2.3,0.16
25/10/2008,Male,Service,No,3,6,6.7,0.6
12/3/2008,Male,Service,No,4,7,6.5,0.59
25/08/2008,Male,Product,Yes,2,4,7.2,0.51
11/2/2008,Male,Service,No,2,6,7.5,0.54
29/05/2008,Male,Service,Yes,3,7,5.9,0.82
3/1/2008,Male,Service,No,0,1,2.4,0.16
12/4/2008,Female,Product,No,3,6,6,0.56
20/02/2008,Female,Service,Yes,3,5,4.6,0.37
18/03/2008,Female,Service,Yes,2,4,4.7,0.27
13/10/2008,Female,Service,No,2,3,5.9,0.45
23/12/2008,Male,Service,Yes,3,5,7.3,0.63
1/1/2008,Female,Product,No,0,4,1.6,0.06
5/6/2008,Female,Service,Yes,3,7,8.6,0.72
16/04/2008,Male,Product,Yes,1,3,5.9,0.23
26/01/2008,Male,Service,No,2,6,8.9,0.77
14/08/2008,Female,Service,Yes,4,7,6.1,0.59
14/05/2008,Male,Service,No,2,4,3.7,0.25
14/05/2008,Male,Product,No,1,2,6,0.49
27/11/2008,Male,Service,No,4,7,5.9,0.57
11/8/2008,Female,Product,No,3,5,5.9,0.53
19/06/2008,Male,Service,No,4,8,9,0.75
15/01/2008,Male,Service,No,3,4,4.2,0.35
15/05/2008,Female,Product,Yes,1,4,5.9,0.09
1/10/2008,Female,Product,Yes,3,6,5.9,0.57
30/01/2008,Female,Service,Yes,3,7,5.9,0.58
10/6/2008,Male,Service,No,2,6,5.9,0.73
4/4/2008,Female,Service,Yes,3,6,6.8,0.66
4/5/2008,Male,Product,Yes,1,1,3,0.22
3/5/2008,Male,Product,Yes,1,3,3.6,0.3
8/7/2008,Male,Service,Yes,0,1,1.9,0.05
13/08/2008,Female,Service,No,3,7,8.5,0.76
8/3/2008,Male,Product,No,4,8,6.2,0.54
10/11/2008,Male,Product,Yes,3,5,5.7,0.48
21/02/2008,Male,Service,Yes,3,5,5.9,0.5
18/09/2008,Male,Service,Yes,1,3,3.7,0.32
2/3/2008,Female,Service,No,0,1,0.6,0
6/1/2008,Male,Service,No,3,6,5.9,0.55
25/01/2008,Male,Service,Yes,3,4,3.4,0.29
10/1/2008,Female,Service,Yes,2,4,6.3,0.41
18/02/2008,Male,Product,No,5,9,9.6,0.96
8/12/2008,Male,Product,Yes,2,5,5.8,0.54
1/2/2008,Male,Service,No,2,4,2.4,0.16
2/5/2008,Female,Product,No,4,8,5.9,0.68
21/07/2008,Female,Service,Yes,3,5,4.9,0.41
10/11/2008,Male,Service,No,3,6,7.3,0.67
12/12/2008,Male,Service,No,3,5,7.4,0.61
4/1/2008,Female,Service,Yes,2,4,5.9,0.42
15/03/2008,Female,Product,No,3,5,5.9,0.58
24/03/2008,Female,Service,No,1,3,3.2,0.13
10/10/2008,Male,Product,No,3,7,6,0.57
6/5/2008,Male,Service,Yes,1,2,5.1,0.31
6/4/2008,Male,Product,No,1,3,5.8,0.44
15/11/2008,Female,Service,Yes,3,5,5.2,0.45
26/02/2008,Female,Product,No,4,8,8.5,0.66
12/8/2008,Male,Service,Yes,0,1,4.4,0.27
28/10/2008,Male,Service,No,4,7,7,0.57
14/06/2008,Female,Service,Yes,2,4,5.8,0.36
10/4/2008,Female,Product,No,2,4,5.6,0.48
9/11/2008,Female,Product,Yes,3,6,5.9,0.45
13/09/2008,Female,Product,No,2,3,5.2,0.42
19/12/2008,Male,Product,No,3,6,7,0.64
26/06/2008,Female,Service,No,2,5,7.7,0.62
28/07/2008,Male,Product,Yes,2,4,6,0.43
4/9/2008,Female,Service,Yes,2,3,5.3,0.31
29/11/2008,Male,Product,No,1,1,4.4,0.27
5/8/2008,Female,Service,Yes,3,7,5.9,0.52
26/02/2008,Male,Service,Yes,3,8,9.4,0.84
30/11/2008,Female,Product,Yes,3,7,5.9,0.51
20/10/2008,Female,Product,Yes,1,4,5.3,0.36
21/01/2008,Female,Service,Yes,2,3,5.9,0.48
6/4/2008,Male,Service,No,2,5,5.6,0.34
5/3/2008,Male,Product,No,3,7,9.8,0.83
3/2/2008,Female,Service,Yes,1,3,5.9,0.36
13/06/2008,Male,Service,Yes,1,4,5.5,0.33
30/08/2008,Male,Service,No,2,6,8.5,0.71
27/02/2008,Female,Product,Yes,2,4,6,0.46
6/7/2008,Female,Service,No,0,2,4.5,0.3
3/6/2008,Male,Service,Yes,2,5,6.5,0.62
31/07/2008,Male,Service,No,2,6,7.7,0.66
28/12/2008,Male,Service,No,3,6,7.4,0.56
13/07/2008,Female,Service,Yes,0,1,3.2,0.23
20/11/2008,Male,Service,Yes,4,4,5.9,0.6
22/07/2008,Female,Product,No,2,5,6.1,0.48
21/03/2008,Female,Service,No,2,4,5.3,0.46
28/12/2008,Female,Product,Yes,2,4,6.6,0.61
11/8/2008,Male,Service,No,1,3,5.2,0.44
15/08/2008,Male,Service,Yes,1,2,5,0.3
24/08/2008,Male,Service,No,2,4,7.2,0.58
17/07/2008,Male,Service,Yes,2,5,7.9,0.65
21/01/2008,Male,Service,No,2,5,5.8,0.36
12/2/2008,Female,Product,No,2,3,4.5,0.25
24/12/2008,Male,Product,Yes,3,6,8.4,0.66
28/05/2008,Female,Product,No,1,2,5.9,0.17
23/12/2008,Male,Service,No,4,8,8.8,0.87
24/11/2008,Male,Service,No,2,6,7.7,0.57
18/01/2008,Female,Service,Yes,2,4,5.4,0.46
1/5/2008,Male,Service,Yes,3,6,6.9,0.66
6/8/2008,Female,Service,Yes,1,1,5.9,0.2
3/3/2008,Male,Service,No,4,8,7.1,0.57
12/1/2008,Male,Service,Yes,1,4,5.1,0.39
6/9/2008,Female,Service,No,1,1,4.2,0.26
3/3/2008,Female,Service,No,2,5,5.1,0.45
11/8/2008,Female,Product,Yes,2,4,5.2,0.34
9/11/2008,Female,Service,No,3,5,5.5,0.45
7/1/2008,Female,Service,Yes,3,8,8.9,0.88
13/07/2008,Male,Service,Yes,1,2,2.2,0.13
26/09/2008,Female,Service,Yes,2,3,6.9,0.46
29/10/2008,Male,Service,No,3,4,5.7,0.5
12/3/2008,Female,Service,No,2,4,5.9,0.36
10/12/2008,Female,Service,Yes,3,4,5.4,0.48
21/03/2008,Female,Service,Yes,1,3,5.9,0.46
8/7/2008,Female,Service,No,2,4,8,0.61
26/05/2008,Female,Product,No,3,4,6.1,0.43
6/2/2008,Female,Service,Yes,2,4,1.8,0.13
16/02/2008,Male,Product,No,2,6,6.4,0.57
4/5/2008,Male,Service,No,2,3,4.1,0.35
10/8/2008,Female,Service,No,2,6,6.7,0.56
17/03/2008,Male,Service,No,4,8,10,0.99
21/07/2008,Male,Service,No,3,8,7.6,0.74
13/01/2008,Female,Service,Yes,1,2,2.5,0.06
6/6/2008,Male,Service,No,4,8,8.1,0.7
15/01/2008,Male,Product,Yes,4,7,8.9,0.81
10/6/2008,Male,Product,No,2,6,7.4,0.59
1/4/2008,Male,Product,Yes,2,3,5.6,0.44
15/01/2008,Male,Service,No,1,3,5.2,0.37
11/6/2008,Female,Service,Yes,2,4,5.9,0.3
23/02/2008,Female,Service,Yes,4,4,8,0.72
15/08/2008,Male,Service,Yes,2,3,3.8,0.27
28/03/2008,Male,Product,No,1,5,7.4,0.52
27/10/2008,Male,Product,No,2,5,6.7,0.54
24/10/2008,Female,Service,Yes,3,5,6.2,0.44
17/04/2008,Male,Service,Yes,2,4,5.2,0.29
7/5/2008,Male,Product,No,2,6,6.9,0.59
7/5/2008,Female,Service,No,0,4,1.1,0.08
10/9/2008,Male,Product,Yes,2,2,4.1,0.21
31/07/2008,Female,Service,Yes,2,5,5.9,0.48
17/06/2008,Male,Product,Yes,2,5,7,0.58
13/09/2008,Male,Product,No,1,4,5,0.32
24/09/2008,Female,Service,Yes,2,4,7.2,0.49
22/07/2008,Male,Service,Yes,2,4,1.6,0.12
23/10/2008,Male,Product,No,3,7,8.8,0.74
3/12/2008,Female,Service,No,1,1,1.9,0.09
13/06/2008,Female,Product,No,4,6,6.6,0.58
10/3/2008,Female,Product,Yes,1,2,4.5,0.24
30/05/2008,Female,Service,Yes,1,1,3.1,0.22
10/3/2008,Female,Product,Yes,0,1,0,0
24/04/2008,Male,Product,No,0,1,4.5,0.24
7/4/2008,Male,Product,No,3,7,7.8,0.79
20/07/2008,Male,Product,Yes,2,4,4.1,0.36
25/10/2008,Male,Service,No,4,7,8.5,0.67
25/03/2008,Female,Product,No,2,4,5.9,0.51
8/7/2008,Male,Product,Yes,1,3,3.2,0.12
29/01/2008,Female,Service,No,3,6,5.9,0.72
6/12/2008,Female,Service,No,1,1,5.9,0.2
2/5/2008,Female,Service,Yes,2,4,5.8,0.46
30/03/2008,Female,Service,No,2,4,5.9,0.31
8/9/2008,Male,Service,No,5,4,7.8,0.77
22/10/2008,Male,Product,Yes,2,4,5.1,0.37
10/2/2008,Male,Service,No,3,7,7.7,0.78
26/11/2008,Male,Service,Yes,2,5,7,0.65
14/09/2008,Female,Product,Yes,1,4,5.9,0.34
3/7/2008,Female,Service,No,2,6,7.3,0.59
4/8/2008,Male,Service,Yes,3,6,6.2,0.55
23/12/2008,Female,Service,Yes,2,3,3.2,0.25
2/2/2008,Female,Product,No,2,6,6.2,0.52
10/7/2008,Female,Service,No,2,4,6.7,0.59
9/3/2008,Male,Service,Yes,0,1,3.5,0.24
17/09/2008,Female,Service,No,2,4,6.7,0.63
14/08/2008,Female,Service,Yes,1,4,5.2,0.32
5/1/2008,Male,Service,Yes,1,2,1.6,0.09
10/2/2008,Male,Service,Yes,0,1,1.3,0.08
27/05/2008,Male,Service,No,0,1,2.5,0.06
4/12/2008,Male,Product,No,4,8,8.7,0.7
22/06/2008,Female,Product,No,1,3,4.7,0.33
9/5/2008,Female,Service,Yes,1,2,5.3,0.34
19/12/2008,Male,Service,No,3,5,6.6,0.58
12/9/2008,Male,Service,No,4,7,7.5,0.68
6/2/2008,Female,Service,No,3,7,8,0.85
11/8/2008,Male,Service,Yes,2,3,6.5,0.49
12/8/2008,Female,Service,Yes,1,4,6,0.39
12/3/2008,Female,Product,Yes,1,2,3.9,0.26
25/01/2008,Male,Service,Yes,1,3,5.8,0.43
27/06/2008,Female,Service,No,2,4,6.6,0.53
2/1/2008,Female,Service,No,4,4,8.1,0.71
24/06/2008,Female,Service,Yes,3,4,4.9,0.41
30/10/2008,Female,Service,No,4,7,7,0.54
31/10/2008,Female,Product,Yes,1,3,6.3,0.45
16/03/2008,Male,Service,Yes,1,1,1.9,0.05
28/11/2008,Male,Service,No,2,5,5.9,0.62
2/9/2008,Female,Service,Yes,3,6,6.6,0.62
4/8/2008,Male,Service,Yes,3,6,5.7,0.53
26/02/2008,Male,Service,Yes,2,4,5.5,0.46
20/07/2008,Male,Product,Yes,0,2,3.7,0.21
16/09/2008,Female,Service,No,1,4,4.9,0.4
12/1/2008,Female,Service,No,2,4,6.2,0.39
15/02/2008,Male,Service,No,2,4,6,0.53
18/02/2008,Female,Product,Yes,2,4,3.7,0.27
22/02/2008,Female,Service,No,1,4,5.3,0.45
25/06/2008,Female,Service,Yes,5,9,5.9,0.84
26/11/2008,Male,Product,No,3,7,7.8,0.58
8/2/2008,Female,Service,Yes,2,4,6.4,0.53
5/2/2008,Male,Service,Yes,2,4,5.8,0.49
9/7/2008,Female,Product,Yes,2,3,4.7,0.35
1/3/2008,Male,Service,Yes,2,4,6.4,0.45
8/7/2008,Female,Service,No,3,4,6.1,0.49
22/03/2008,Male,Product,Yes,1,2,2.2,0.15
13/05/2008,Male,Service,Yes,2,3,2.3,0.15
9/4/2008,Female,Service,Yes,1,2,5.1,0.35
26/08/2008,Male,Service,Yes,3,7,5.8,0.51
20/10/2008,Female,Service,No,3,5,7,0.58
25/03/2008,Female,Service,Yes,2,4,5.9,0.36
13/04/2008,Male,Service,No,3,6,8.1,0.62
30/01/2008,Female,Service,Yes,2,4,5.3,0.45
13/01/2008,Male,Product,Yes,3,5,7.3,0.57
19/05/2008,Male,Product,No,2,4,6.9,0.53
1/7/2008,Male,Service,No,2,4,3.9,0.3
10/12/2008,Female,Service,Yes,3,6,7,0.55
10/4/2008,Female,Product,Yes,3,4,5.9,0.57
1/8/2008,Male,Product,No,4,7,7.1,0.52
21/12/2008,Female,Service,No,4,9,10,0.87
18/03/2008,Male,Service,No,3,8,7.3,0.73
2/7/2008,Female,Service,No,1,3,4.4,0.3
31/07/2008,Female,Product,Yes,1,3,4.7,0.39
22/10/2008,Female,Service,No,2,5,6.9,0.53
19/04/2008,Male,Product,Yes,2,5,6.3,0.52
8/4/2008,Female,Product,Yes,3,5,5.3,0.5
9/1/2008,Female,Product,Yes,2,3,5.9,0.22
30/03/2008,Female,Product,Yes,0,1,2,0.16
28/10/2008,Male,Service,Yes,2,5,5.8,0.52
22/10/2008,Female,Product,Yes,2,4,4.3,0.37
23/06/2008,Male,Product,Yes,3,6,5.1,0.35
20/02/2008,Female,Product,No,3,4,4.4,0.27
16/03/2008,Female,Service,Yes,1,2,5.6,0.5
17/10/2008,Female,Service,Yes,0,1,4.2,0.18
26/08/2008,Female,Service,Yes,2,4,4.7,0.38
18/09/2008,Female,Service,No,3,5,5.2,0.31
10/7/2008,Male,Product,No,2,3,5.2,0.37
28/03/2008,Male,Service,No,3,7,7.6,0.55
5/12/2008,Female,Service,Yes,1,3,3.8,0.3
7/7/2008,Female,Service,No,3,5,6.8,0.52
11/6/2008,Female,Service,Yes,1,4,5,0.3
22/01/2008,Male,Service,Yes,2,6,7.6,0.57
27/09/2008,Female,Product,No,3,7,6.3,0.54
22/02/2008,Female,Service,No,0,1,4.6,0.24
20/12/2008,Male,Product,Yes,3,6,6.3,0.4
6/11/2008,Female,Product,No,4,6,7,0.6
2/11/2008,Male,Product,Yes,2,4,6.5,0.48
6/4/2008,Female,Service,No,2,5,6.3,0.53
30/04/2008,Male,Service,No,1,5,5.8,0.52
19/12/2008,Male,Product,No,2,4,6.3,0.5
8/3/2008,Male,Service,No,2,4,4.5,0.39
28/01/2008,Male,Product,No,3,7,5.9,0.53
1/4/2008,Male,Product,No,2,5,5.9,0.57
5/4/2008,Male,Service,No,2,5,7.5,0.65
13/10/2008,Female,Service,Yes,3,4,7.1,0.53
20/06/2008,Female,Service,No,1,4,5.3,0.35
23/12/2008,Male,Service,Yes,2,4,6.2,0.43
2/5/2008,Female,Product,No,0,1,1.9,0.09
7/4/2008,Male,Service,Yes,0,1,0,0
18/08/2008,Female,Product,No,2,4,7,0.63
16/10/2008,Female,Service,No,0,2,4.3,0.2
24/06/2008,Female,Service,No,3,6,5.9,0.45
15/11/2008,Male,Service,Yes,0,1,5.9,0.03
5/1/2008,Male,Service,Yes,2,3,4.5,0.37
14/01/2008,Female,Product,Yes,3,6,5.5,0.51
1/10/2008,Male,Service,Yes,1,3,4.5,0.4
20/05/2008,Female,Service,Yes,2,3,6.3,0.5
27/05/2008,Male,Service,Yes,3,6,5.5,0.43
12/10/2008,Female,Product,No,5,9,9.5,1
6/12/2008,Male,Product,No,2,3,5.9,0.26
15/03/2008,Male,Product,Yes,2,5,5.9,0.44
29/08/2008,Male,Service,No,1,4,4.5,0.3
18/07/2008,Male,Product,Yes,2,4,4.9,0.39
31/03/2008,Male,Product,No,3,7,5.9,0.56
26/04/2008,Male,Service,No,3,6,8.4,0.69
2/1/2008,Male,Service,Yes,3,4,8.5,0.77
8/8/2008,Female,Service,No,2,4,6.2,0.58
29/04/2008,Male,Service,No,5,9,7.3,0.75
7/11/2008,Male,Service,No,1,4,7.3,0.51
28/01/2008,Female,Product,No,2,5,7.7,0.69
1/8/2008,Female,Service,Yes,1,1,2.8,0.14
31/01/2008,Female,Service,No,2,5,7.6,0.65
24/07/2008,Female,Product,Yes,1,1,0.7,0.06
7/10/2008,Male,Product,Yes,2,4,6.4,0.45
24/08/2008,Male,Service,Yes,2,4,3.1,0.22
25/07/2008,Male,Service,Yes,3,4,7.2,0.5
15/06/2008,Male,Service,Yes,3,4,5.5,0.38
19/08/2008,Female,Service,Yes,1,2,4.7,0.43
14/02/2008,Female,Service,No,3,5,6.4,0.49
9/7/2008,Male,Service,No,3,6,7.3,0.51
25/07/2008,Male,Service,No,3,7,7,0.65
1/1/2008,Female,Service,Yes,3,5,5.9,0.5
20/07/2008,Male,Service,No,5,10,7.9,0.81
26/01/2008,Female,Service,Yes,1,3,7.2,0.49
28/08/2008,Male,Service,Yes,2,5,7.5,0.66
10/11/2008,Female,Product,Yes,3,4,5.9,0.47
25/03/2008,Male,Service,No,3,5,6.2,0.58
22/12/2008,Male,Service,No,2,6,7.2,0.59
5/3/2008,Female,Service,Yes,4,10,5.9,0.94
30/11/2008,Male,Service,Yes,2,4,5.1,0.3
9/2/2008,Male,Product,No,4,9,8.8,0.74
24/08/2008,Male,Service,No,4,10,9.1,0.92
2/5/2008,Female,Service,Yes,2,4,5.2,0.45
27/07/2008,Male,Service,No,3,7,9,0.76
14/10/2008,Female,Service,No,3,7,6.3,0.63
7/4/2008,Male,Product,No,1,3,4.8,0.4
25/11/2008,Female,Product,Yes,3,4,5.9,0.52
6/1/2008,Female,Product,Yes,4,6,6.7,0.61
22/01/2008,Female,Service,No,4,8,8.9,0.71
19/07/2008,Male,Service,Yes,3,4,9.5,1
10/6/2008,Female,Service,No,3,6,7,0.67
16/07/2008,Female,Service,Yes,3,8,8.3,0.8
21/10/2008,Female,Product,No,3,5,5.8,0.47
